FREQ,REF_AREA,VALUE,UNIT_MEASURE,UNIT_MULT,BREAKS,COVERAGE,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
Q,5R,R,771,0,,,,2008-Q4,-9.5429,A,F,
Q,5R,R,771,0,,,,2009-Q1,-9.4879,A,F,
Q,5R,R,771,0,,,,2009-Q2,-7.5165,A,F,
Q,5R,R,771,0,,,,2009-Q3,-4.0605,A,F,
Q,5R,R,771,0,,,,2009-Q4,-1.7085,A,F,
Q,5R,R,771,0,,,,2010-Q1,-0.1311,A,F,
Q,5R,R,771,0,,,,2010-Q2,0.9392,A,F,
Q,5R,R,771,0,,,,2010-Q3,-0.197,A,F,
Q,5R,R,771,0,,,,2010-Q4,-1.3463,A,F,
Q,5R,R,771,0,,,,2011-Q1,-2.4308,A,F,
Q,5R,R,771,0,,,,2011-Q2,-3.1969,A,F,
Q,5R,R,771,0,,,,2011-Q3,-2.5639,A,F,
Q,5R,R,771,0,,,,2011-Q4,-2.7526,A,F,
Q,5R,R,771,0,,,,2012-Q1,-1.6343,A,F,
Q,5R,R,771,0,,,,2012-Q2,-0.669,A,F,
Q,5R,R,771,0,,,,2012-Q3,-0.2954,A,F,
Q,5R,R,771,0,,,,2012-Q4,0.9628,A,F,
Q,5R,R,771,0,,,,2013-Q1,1.6152,A,F,
Q,5R,R,771,0,,,,2013-Q2,2.2482,A,F,
Q,5R,R,771,0,,,,2013-Q3,2.8364,A,F,
Q,5R,R,771,0,,,,2013-Q4,3.1334,A,F,
Q,5R,R,771,0,,,,2014-Q1,3.2449,A,F,
Q,5R,R,771,0,,,,2014-Q2,2.2389,A,F,
Q,5R,R,771,0,,,,2014-Q3,2.0661,A,F,
Q,5R,R,771,0,,,,2014-Q4,2.3392,A,F,
Q,5R,R,771,0,,,,2015-Q1,3.3974,A,F,
Q,5R,R,771,0,,,,2015-Q2,3.7376,A,F,
Q,5R,R,771,0,,,,2015-Q3,4.021,A,F,
Q,5R,R,771,0,,,,2015-Q4,4.0672,A,F,
Q,5R,R,771,0,,,,2016-Q1,4.0468,A,F,
Q,5R,R,771,0,,,,2016-Q2,4.3034,A,F,
Q,5R,R,771,0,,,,2016-Q3,4.1342,A,F,
Q,5R,R,771,0,,,,2016-Q4,3.7959,A,F,
Q,5R,R,771,0,,,,2017-Q1,3.3245,A,F,
Q,5R,R,771,0,,,,2017-Q2,3.5603,A,F,
Q,5R,R,771,0,,,,2017-Q3,3.5157,A,F,
Q,5R,R,771,0,,,,2017-Q4,3.3022,A,F,
Q,5R,R,771,0,,,,2018-Q1,3.1074,A,F,
Q,5R,R,771,0,,,,2018-Q2,2.5238,A,F,
Q,5R,R,771,0,,,,2018-Q3,2.0471,A,F,
Q,5R,R,771,0,,,,2018-Q4,1.9896,A,F,
Q,5R,R,771,0,,,,2019-Q1,1.7699,A,F,
Q,5R,R,771,0,,,,2019-Q2,1.4929,A,F,
Q,5R,R,771,0,,,,2019-Q3,1.7076,A,F,
Q,5R,R,771,0,,,,2019-Q4,2.092,A,F,
Q,5R,R,771,0,,,,2020-Q1,2.6313,A,F,
Q,5R,R,771,0,,,,2020-Q2,3.7891,A,F,
Q,5R,R,771,0,,,,2020-Q3,4.5923,A,F,
Q,5R,R,771,0,,,,2020-Q4,6.4499,A,F,
Q,5R,R,771,0,,,,2021-Q1,7.0391,A,F,
Q,5R,R,771,0,,,,2021-Q2,8.1449,A,F,
Q,5R,R,771,0,,,,2021-Q3,8.904,A,F,
Q,5R,R,771,0,,,,2021-Q4,7.534,A,F,
Q,5R,R,771,0,,,,2022-Q1,7.1423,A,F,
Q,5R,R,771,0,,,,2022-Q2,4.2109,A,F,
Q,5R,R,771,0,,,,2022-Q3,0.3064,A,F,
Q,5R,R,771,0,,,,2022-Q4,-2.9456,A,F,
Q,5R,R,771,0,,,,2023-Q1,-4.9442,A,F,
Q,5R,R,771,0,,,,2023-Q2,-4.7683,A,F,
Q,5R,R,771,0,,,,2023-Q3,-3.2233,A,F,
Q,5R,R,771,0,,,,2023-Q4,-1.4414,A,F,
Q,5R,R,771,0,,,,2024-Q1,-0.6863,A,F,
Q,5R,R,771,0,,,,2024-Q2,-0.1459,A,F,
Q,5R,R,771,0,,,,2024-Q3,0.3388,A,F,
Q,5R,R,771,0,,,,2024-Q4,0.7895,A,F,
Q,5R,R,771,0,,,,2025-Q1,0.9758,A,F,
Q,5R,R,771,0,,,,2025-Q2,0.601,A,F,
Q,5R,R,771,0,,,,2025-Q3,0.2954,A,F,
Q,5R,R,771,0,,,,2025-Q4,0.3702,A,F,
Q,SK,N,771,0,,,,2007-Q1,21.8644,A,F,
Q,SK,N,771,0,,,,2007-Q2,25.4288,A,F,
Q,SK,N,771,0,,,,2007-Q3,32.6195,A,F,
Q,SK,N,771,0,,,,2007-Q4,35.1038,A,F,
Q,SK,N,771,0,,,,2008-Q1,33.3334,A,F,
Q,SK,N,771,0,,,,2008-Q2,28.5943,A,F,
Q,SK,N,771,0,,,,2008-Q3,13.0071,A,F,
Q,SK,N,771,0,,,,2008-Q4,0.9691,A,F,
Q,SK,N,771,0,,,,2009-Q1,-11.3293,A,F,
Q,SK,N,771,0,,,,2009-Q2,-18.1078,A,F,
Q,SK,N,771,0,,,,2009-Q3,-10.0897,A,F,
Q,SK,N,771,0,,,,2009-Q4,-11.1825,A,F,
Q,SK,N,771,0,,,,2010-Q1,-5.3677,A,F,
Q,SK,N,771,0,,,,2010-Q2,-1.3511,A,F,
Q,SK,N,771,0,,,,2010-Q3,-6.4071,A,F,
Q,SK,N,771,0,,,,2010-Q4,-1.442,A,F,
Q,SK,N,771,0,,,,2011-Q1,-1.0912,A,F,
Q,SK,N,771,0,,,,2011-Q2,-1.996,A,F,
Q,SK,N,771,0,,,,2011-Q3,-0.804,A,F,
Q,SK,N,771,0,,,,2011-Q4,-2.3092,A,F,
Q,SK,N,771,0,,,,2012-Q1,-3.1093,A,F,
Q,SK,N,771,0,,,,2012-Q2,-2.5458,A,F,
Q,SK,N,771,0,,,,2012-Q3,-2.4316,A,F,
Q,SK,N,771,0,,,,2012-Q4,-2.9805,A,F,
Q,SK,N,771,0,,,,2013-Q1,0,A,F,
Q,SK,N,771,0,,,,2013-Q2,1.1494,A,F,
Q,SK,N,771,0,,,,2013-Q3,0.1039,A,F,
Q,SK,N,771,0,,,,2013-Q4,2.1186,A,F,
Q,SK,N,771,0,,,,2014-Q1,-0.4141,A,F,
Q,SK,N,771,0,,,,2014-Q2,1.0331,A,F,
Q,SK,N,771,0,,,,2014-Q3,1.3486,A,F,
Q,SK,N,771,0,,,,2014-Q4,3.3195,A,F,
Q,SK,N,771,0,,,,2015-Q1,5.1975,A,F,
Q,SK,N,771,0,,,,2015-Q2,5.5214,A,F,
Q,SK,N,771,0,,,,2015-Q3,5.7318,A,F,
Q,SK,N,771,0,,,,2015-Q4,4.8193,A,F,
Q,SK,N,771,0,,,,2016-Q1,5.0395,A,F,
Q,SK,N,771,0,,,,2016-Q2,5.9109,A,F,
Q,SK,N,771,0,,,,2016-Q3,7.454,A,F,
Q,SK,N,771,0,,,,2016-Q4,8.2376,A,F,
Q,SK,N,771,0,,,,2017-Q1,3.5748,A,F,
Q,SK,N,771,0,,,,2017-Q2,6.4959,A,F,
Q,SK,N,771,0,,,,2017-Q3,7.2972,A,F,
Q,SK,N,771,0,,,,2017-Q4,5.9292,A,F,
Q,SK,N,771,0,,,,2018-Q1,11.8982,A,F,
Q,SK,N,771,0,,,,2018-Q2,7.1306,A,F,
Q,SK,N,771,0,,,,2018-Q3,4.3661,A,F,
Q,SK,N,771,0,,,,2018-Q4,6.7669,A,F,
Q,SK,N,771,0,,,,2019-Q1,5.6819,A,F,
Q,SK,N,771,0,,,,2019-Q2,8.2599,A,F,
Q,SK,N,771,0,,,,2019-Q3,11.5849,A,F,
Q,SK,N,771,0,,,,2019-Q4,10.9546,A,F,
Q,SK,N,771,0,,,,2020-Q1,13.1336,A,F,
Q,SK,N,771,0,,,,2020-Q2,9.7037,A,F,
Q,SK,N,771,0,,,,2020-Q3,8.3634,A,F,
Q,SK,N,771,0,,,,2020-Q4,7.1227,A,F,
Q,SK,N,771,0,,,,2021-Q1,1.9688,A,F,
Q,SK,N,771,0,,,,2021-Q2,4.7265,A,F,
Q,SK,N,771,0,,,,2021-Q3,8.0506,A,F,
Q,SK,N,771,0,,,,2021-Q4,10.7308,A,F,
Q,SK,N,771,0,,,,2022-Q1,14.181,A,F,
Q,SK,N,771,0,,,,2022-Q2,16.6345,A,F,
Q,SK,N,771,0,,,,2022-Q3,14.5936,A,F,
Q,SK,N,771,0,,,,2022-Q4,9.6908,A,F,
Q,SK,N,771,0,,,,2023-Q1,7.4053,A,F,
Q,SK,N,771,0,,,,2023-Q2,-2.1559,A,F,
Q,SK,N,771,0,,,,2023-Q3,-4.0838,A,F,
Q,SK,N,771,0,,,,2023-Q4,-1.4092,A,F,
Q,SK,N,771,0,,,,2024-Q1,-2.9316,A,F,
Q,SK,N,771,0,,,,2024-Q2,4.0113,A,F,
Q,SK,N,771,0,,,,2024-Q3,6.1624,A,F,
Q,SK,N,771,0,,,,2024-Q4,7.9714,A,F,
Q,SK,N,771,0,,,,2025-Q1,13.1991,A,F,
Q,SK,N,771,0,,,,2025-Q2,11.2982,A,F,
Q,SK,N,771,0,,,,2025-Q3,13.4037,A,F,
Q,SK,N,771,0,,,,2025-Q4,12.7291,A,F,
Q,SK,N,771,0,,,,2026-Q1,13.3893,A,F,
Q,4T,N,771,0,,,,2008-Q4,6.2282,A,F,
Q,4T,N,771,0,,,,2009-Q1,3.6398,A,F,
Q,4T,N,771,0,,,,2009-Q2,2.3431,A,F,
Q,4T,N,771,0,,,,2009-Q3,2.672,A,F,
Q,4T,N,771,0,,,,2009-Q4,4.9977,A,F,
Q,4T,N,771,0,,,,2010-Q1,9.0707,A,F,
Q,4T,N,771,0,,,,2010-Q2,10.6168,A,F,
Q,4T,N,771,0,,,,2010-Q3,10.3996,A,F,
Q,4T,N,771,0,,,,2010-Q4,9.4431,A,F,
Q,4T,N,771,0,,,,2011-Q1,6.0614,A,F,
Q,4T,N,771,0,,,,2011-Q2,6.0336,A,F,
Q,4T,N,771,0,,,,2011-Q3,5.2911,A,F,
Q,4T,N,771,0,,,,2011-Q4,5.5031,A,F,
Q,4T,N,771,0,,,,2012-Q1,7.546,A,F,
Q,4T,N,771,0,,,,2012-Q2,6.494,A,F,
Q,4T,N,771,0,,,,2012-Q3,6.6724,A,F,
Q,4T,N,771,0,,,,2012-Q4,7.3914,A,F,
Q,4T,N,771,0,,,,2013-Q1,6.8877,A,F,
Q,4T,N,771,0,,,,2013-Q2,7.4395,A,F,
Q,4T,N,771,0,,,,2013-Q3,8.5151,A,F,
Q,4T,N,771,0,,,,2013-Q4,7.9975,A,F,
Q,4T,N,771,0,,,,2014-Q1,7.8852,A,F,
Q,4T,N,771,0,,,,2014-Q2,7.2525,A,F,
Q,4T,N,771,0,,,,2014-Q3,5.0008,A,F,
Q,4T,N,771,0,,,,2014-Q4,3.8229,A,F,
Q,4T,N,771,0,,,,2015-Q1,3.1499,A,F,
Q,4T,N,771,0,,,,2015-Q2,2.4258,A,F,
Q,4T,N,771,0,,,,2015-Q3,3.106,A,F,
Q,4T,N,771,0,,,,2015-Q4,3.3125,A,F,
Q,4T,N,771,0,,,,2016-Q1,3.4398,A,F,
Q,4T,N,771,0,,,,2016-Q2,4.7744,A,F,
Q,4T,N,771,0,,,,2016-Q3,5.4864,A,F,
Q,4T,N,771,0,,,,2016-Q4,6.4794,A,F,
Q,4T,N,771,0,,,,2017-Q1,6.2617,A,F,
Q,4T,N,771,0,,,,2017-Q2,6.0936,A,F,
Q,4T,N,771,0,,,,2017-Q3,5.437,A,F,
Q,4T,N,771,0,,,,2017-Q4,4.7747,A,F,
Q,4T,N,771,0,,,,2018-Q1,4.7187,A,F,
Q,4T,N,771,0,,,,2018-Q2,4.3946,A,F,
Q,4T,N,771,0,,,,2018-Q3,5.4377,A,F,
Q,4T,N,771,0,,,,2018-Q4,5.9978,A,F,
Q,4T,N,771,0,,,,2019-Q1,6.009,A,F,
Q,4T,N,771,0,,,,2019-Q2,5.8112,A,F,
Q,4T,N,771,0,,,,2019-Q3,5.0916,A,F,
Q,4T,N,771,0,,,,2019-Q4,4.6428,A,F,
Q,4T,N,771,0,,,,2020-Q1,4.8974,A,F,
Q,4T,N,771,0,,,,2020-Q2,4.3651,A,F,
Q,4T,N,771,0,,,,2020-Q3,4.3254,A,F,
Q,4T,N,771,0,,,,2020-Q4,4.6483,A,F,
Q,4T,N,771,0,,,,2021-Q1,4.7654,A,F,
Q,4T,N,771,0,,,,2021-Q2,5.5333,A,F,
Q,4T,N,771,0,,,,2021-Q3,5.4209,A,F,
Q,4T,N,771,0,,,,2021-Q4,5.6195,A,F,
Q,4T,N,771,0,,,,2022-Q1,7.0907,A,F,
Q,4T,N,771,0,,,,2022-Q2,7.4694,A,F,
Q,4T,N,771,0,,,,2022-Q3,8.1258,A,F,
Q,4T,N,771,0,,,,2022-Q4,7.046,A,F,
Q,4T,N,771,0,,,,2023-Q1,4.8567,A,F,
Q,4T,N,771,0,,,,2023-Q2,4.0623,A,F,
Q,4T,N,771,0,,,,2023-Q3,3.5223,A,F,
Q,4T,N,771,0,,,,2023-Q4,3.3803,A,F,
Q,4T,N,771,0,,,,2024-Q1,4.0831,A,F,
Q,4T,N,771,0,,,,2024-Q2,2.8302,A,F,
Q,4T,N,771,0,,,,2024-Q3,1.4373,A,F,
Q,4T,N,771,0,,,,2024-Q4,1.0826,A,F,
Q,4T,N,771,0,,,,2025-Q1,0.9042,A,F,
Q,4T,N,771,0,,,,2025-Q2,1.3399,A,F,
Q,4T,N,771,0,,,,2025-Q3,1.6405,A,F,
Q,4T,N,771,0,,,,2025-Q4,1.4586,A,F,
Q,HU,N,771,0,,,,1991-Q1,14.5965,A,F,
Q,HU,N,771,0,,,,1991-Q2,15.5223,A,F,
Q,HU,N,771,0,,,,1991-Q3,9.203,A,F,
Q,HU,N,771,0,,,,1991-Q4,10.8912,A,F,
Q,HU,N,771,0,,,,1992-Q1,1.599,A,F,
Q,HU,N,771,0,,,,1992-Q2,-0.1612,A,F,
Q,HU,N,771,0,,,,1992-Q3,-2.0139,A,F,
Q,HU,N,771,0,,,,1992-Q4,-4.4224,A,F,
Q,HU,N,771,0,,,,1993-Q1,6.5936,A,F,
Q,HU,N,771,0,,,,1993-Q2,9.5725,A,F,
Q,HU,N,771,0,,,,1993-Q3,6.0113,A,F,
Q,HU,N,771,0,,,,1993-Q4,15.8755,A,F,
Q,HU,N,771,0,,,,1994-Q1,14.4244,A,F,
Q,HU,N,771,0,,,,1994-Q2,18.4783,A,F,
Q,HU,N,771,0,,,,1994-Q3,30.3539,A,F,
Q,HU,N,771,0,,,,1994-Q4,19.3541,A,F,
Q,HU,N,771,0,,,,1995-Q1,17.6614,A,F,
Q,HU,N,771,0,,,,1995-Q2,11.124,A,F,
Q,HU,N,771,0,,,,1995-Q3,4.1441,A,F,
Q,HU,N,771,0,,,,1995-Q4,7.4122,A,F,
Q,HU,N,771,0,,,,1996-Q1,10.183,A,F,
Q,HU,N,771,0,,,,1996-Q2,10.2806,A,F,
Q,HU,N,771,0,,,,1996-Q3,18.8682,A,F,
Q,HU,N,771,0,,,,1996-Q4,20.446,A,F,
Q,HU,N,771,0,,,,1997-Q1,16.425,A,F,
Q,HU,N,771,0,,,,1997-Q2,18.6267,A,F,
Q,HU,N,771,0,,,,1997-Q3,11.5686,A,F,
Q,HU,N,771,0,,,,1997-Q4,6.1331,A,F,
Q,HU,N,771,0,,,,1998-Q1,3.2205,A,F,
Q,HU,N,771,0,,,,1998-Q2,-0.9133,A,F,
Q,HU,N,771,0,,,,1998-Q3,3.2821,A,F,
Q,HU,N,771,0,,,,1998-Q4,5.5931,A,F,
Q,HU,N,771,0,,,,1999-Q1,12.9945,A,F,
Q,HU,N,771,0,,,,1999-Q2,22.518,A,F,
Q,HU,N,771,0,,,,1999-Q3,23.535,A,F,
Q,HU,N,771,0,,,,1999-Q4,26.6792,A,F,
Q,HU,N,771,0,,,,2000-Q1,33.4176,A,F,
Q,HU,N,771,0,,,,2000-Q2,35.251,A,F,
Q,HU,N,771,0,,,,2000-Q3,35.2892,A,F,
Q,HU,N,771,0,,,,2000-Q4,31.2556,A,F,
Q,HU,N,771,0,,,,2001-Q1,25.4312,A,F,
Q,HU,N,771,0,,,,2001-Q2,18.1554,A,F,
Q,HU,N,771,0,,,,2001-Q3,16.7607,A,F,
Q,HU,N,771,0,,,,2001-Q4,19.0228,A,F,
Q,HU,N,771,0,,,,2002-Q1,15.04,A,F,
Q,HU,N,771,0,,,,2002-Q2,16.5842,A,F,
Q,HU,N,771,0,,,,2002-Q3,15.7019,A,F,
Q,HU,N,771,0,,,,2002-Q4,13.4099,A,F,
Q,HU,N,771,0,,,,2003-Q1,20.266,A,F,
Q,HU,N,771,0,,,,2003-Q2,19.7563,A,F,
Q,HU,N,771,0,,,,2003-Q3,17.5266,A,F,
Q,HU,N,771,0,,,,2003-Q4,22.0465,A,F,
Q,HU,N,771,0,,,,2004-Q1,9.8523,A,F,
Q,HU,N,771,0,,,,2004-Q2,8.6743,A,F,
Q,HU,N,771,0,,,,2004-Q3,9.1205,A,F,
Q,HU,N,771,0,,,,2004-Q4,2.7177,A,F,
Q,HU,N,771,0,,,,2005-Q1,4.6261,A,F,
Q,HU,N,771,0,,,,2005-Q2,2.9711,A,F,
Q,HU,N,771,0,,,,2005-Q3,2.1826,A,F,
Q,HU,N,771,0,,,,2005-Q4,2.6982,A,F,
Q,HU,N,771,0,,,,2006-Q1,4.6316,A,F,
Q,HU,N,771,0,,,,2006-Q2,3.4573,A,F,
Q,HU,N,771,0,,,,2006-Q3,4.3473,A,F,
Q,HU,N,771,0,,,,2006-Q4,5.8471,A,F,
Q,HU,N,771,0,,,,2007-Q1,5.8754,A,F,
Q,HU,N,771,0,,,,2007-Q2,7.0153,A,F,
Q,HU,N,771,0,,,,2007-Q3,8.3278,A,F,
Q,HU,N,771,0,,,,2007-Q4,8.6754,A,F,
Q,HU,N,771,0,,,,2008-Q1,5.8947,A,F,
Q,HU,N,771,0,,,,2008-Q2,4.7276,A,F,
Q,HU,N,771,0,,,,2008-Q3,1.087,A,F,
Q,HU,N,771,0,,,,2008-Q4,-1.6667,A,F,
Q,HU,N,771,0,,,,2009-Q1,-0.8946,A,F,
Q,HU,N,771,0,,,,2009-Q2,-5.2012,A,F,
Q,HU,N,771,0,,,,2009-Q3,-7.0381,A,F,
Q,HU,N,771,0,,,,2009-Q4,-7.8764,A,F,
Q,HU,N,771,0,,,,2010-Q1,-5.015,A,F,
Q,HU,N,771,0,,,,2010-Q2,-2.4845,A,F,
Q,HU,N,771,0,,,,2010-Q3,-1.367,A,F,
Q,HU,N,771,0,,,,2010-Q4,-0.4329,A,F,
Q,HU,N,771,0,,,,2011-Q1,-3.1679,A,F,
Q,HU,N,771,0,,,,2011-Q2,-3.397,A,F,
Q,HU,N,771,0,,,,2011-Q3,-4.2644,A,F,
Q,HU,N,771,0,,,,2011-Q4,-2.9348,A,F,
Q,HU,N,771,0,,,,2012-Q1,-1.6358,A,F,
Q,HU,N,771,0,,,,2012-Q2,-4.2857,A,F,
Q,HU,N,771,0,,,,2012-Q3,-3.7862,A,F,
Q,HU,N,771,0,,,,2012-Q4,-5.1512,A,F,
Q,HU,N,771,0,,,,2013-Q1,-5.8758,A,F,
Q,HU,N,771,0,,,,2013-Q2,-2.2962,A,F,
Q,HU,N,771,0,,,,2013-Q3,-1.2731,A,F,
Q,HU,N,771,0,,,,2013-Q4,-0.7084,A,F,
Q,HU,N,771,0,,,,2014-Q1,0.9423,A,F,
Q,HU,N,771,0,,,,2014-Q2,2.8202,A,F,
Q,HU,N,771,0,,,,2014-Q3,4.5721,A,F,
Q,HU,N,771,0,,,,2014-Q4,8.4423,A,F,
Q,HU,N,771,0,,,,2015-Q1,9.2182,A,F,
Q,HU,N,771,0,,,,2015-Q2,12.8,A,F,
Q,HU,N,771,0,,,,2015-Q3,15.583,A,F,
Q,HU,N,771,0,,,,2015-Q4,14.693,A,F,
Q,HU,N,771,0,,,,2016-Q1,16.8716,A,F,
Q,HU,N,771,0,,,,2016-Q2,13.4477,A,F,
Q,HU,N,771,0,,,,2016-Q3,11.7337,A,F,
Q,HU,N,771,0,,,,2016-Q4,11.8053,A,F,
Q,HU,N,771,0,,,,2017-Q1,11.7492,A,F,
Q,HU,N,771,0,,,,2017-Q2,12.0659,A,F,
Q,HU,N,771,0,,,,2017-Q3,12.2239,A,F,
Q,HU,N,771,0,,,,2017-Q4,12.8334,A,F,
Q,HU,N,771,0,,,,2018-Q1,13.3793,A,F,
Q,HU,N,771,0,,,,2018-Q2,13.5608,A,F,
Q,HU,N,771,0,,,,2018-Q3,14.8678,A,F,
Q,HU,N,771,0,,,,2018-Q4,15.4166,A,F,
Q,HU,N,771,0,,,,2019-Q1,19.0476,A,F,
Q,HU,N,771,0,,,,2019-Q2,19.6491,A,F,
Q,HU,N,771,0,,,,2019-Q3,16.633,A,F,
Q,HU,N,771,0,,,,2019-Q4,12.8693,A,F,
Q,HU,N,771,0,,,,2020-Q1,8.303,A,F,
Q,HU,N,771,0,,,,2020-Q2,2.5806,A,F,
Q,HU,N,771,0,,,,2020-Q3,4.8499,A,F,
Q,HU,N,771,0,,,,2020-Q4,4.1885,A,F,
Q,HU,N,771,0,,,,2021-Q1,9.681,A,F,
Q,HU,N,771,0,,,,2021-Q2,16.8668,A,F,
Q,HU,N,771,0,,,,2021-Q3,16.685,A,F,
Q,HU,N,771,0,,,,2021-Q4,22.7806,A,F,
Q,HU,N,771,0,,,,2022-Q1,23.1633,A,F,
Q,HU,N,771,0,,,,2022-Q2,24.8532,A,F,
Q,HU,N,771,0,,,,2022-Q3,24.1151,A,F,
Q,HU,N,771,0,,,,2022-Q4,17.508,A,F,
Q,HU,N,771,0,,,,2023-Q1,11.3505,A,F,
Q,HU,N,771,0,,,,2023-Q2,6.3871,A,F,
Q,HU,N,771,0,,,,2023-Q3,3.6502,A,F,
Q,HU,N,771,0,,,,2023-Q4,7.3529,A,F,
Q,HU,N,771,0,,,,2024-Q1,11.9792,A,F,
Q,HU,N,771,0,,,,2024-Q2,12.8913,A,F,
Q,HU,N,771,0,,,,2024-Q3,13.6464,A,F,
Q,HU,N,771,0,,,,2024-Q4,16.1139,A,F,
Q,HU,N,771,0,,,,2025-Q1,17.0432,A,F,
Q,HU,N,771,0,,,,2025-Q2,16.6069,A,F,
Q,HU,N,771,0,,,,2025-Q3,23.2408,A,F,
Q,HU,N,771,0,,,,2025-Q4,21.3909,A,F,
Q,GR,R,771,0,,,,1998-Q1,9.5718,A,F,
Q,GR,R,771,0,,,,1998-Q2,10.1974,A,F,
Q,GR,R,771,0,,,,1998-Q3,9.2046,A,F,
Q,GR,R,771,0,,,,1998-Q4,7.7479,A,F,
Q,GR,R,771,0,,,,1999-Q1,5.5533,A,F,
Q,GR,R,771,0,,,,1999-Q2,5.9266,A,F,
Q,GR,R,771,0,,,,1999-Q3,6.7395,A,F,
Q,GR,R,771,0,,,,1999-Q4,6.1851,A,F,
Q,GR,R,771,0,,,,2000-Q1,6.5946,A,F,
Q,GR,R,771,0,,,,2000-Q2,6.9558,A,F,
Q,GR,R,771,0,,,,2000-Q3,7.6229,A,F,
Q,GR,R,771,0,,,,2000-Q4,7.5102,A,F,
Q,GR,R,771,0,,,,2001-Q1,10.2945,A,F,
Q,GR,R,771,0,,,,2001-Q2,10.8897,A,F,
Q,GR,R,771,0,,,,2001-Q3,10.765,A,F,
Q,GR,R,771,0,,,,2001-Q4,10.7115,A,F,
Q,GR,R,771,0,,,,2002-Q1,9.6338,A,F,
Q,GR,R,771,0,,,,2002-Q2,11.5938,A,F,
Q,GR,R,771,0,,,,2002-Q3,9.4889,A,F,
Q,GR,R,771,0,,,,2002-Q4,8.8433,A,F,
Q,GR,R,771,0,,,,2003-Q1,5.9255,A,F,
Q,GR,R,771,0,,,,2003-Q2,0.3197,A,F,
Q,GR,R,771,0,,,,2003-Q3,1.1059,A,F,
Q,GR,R,771,0,,,,2003-Q4,0.081,A,F,
Q,GR,R,771,0,,,,2004-Q1,-1.628,A,F,
Q,GR,R,771,0,,,,2004-Q2,-0.7011,A,F,
Q,GR,R,771,0,,,,2004-Q3,-0.5114,A,F,
Q,GR,R,771,0,,,,2004-Q4,0.5504,A,F,
Q,GR,R,771,0,,,,2005-Q1,4.182,A,F,
Q,GR,R,771,0,,,,2005-Q2,6.9239,A,F,
Q,GR,R,771,0,,,,2005-Q3,8.0212,A,F,
Q,GR,R,771,0,,,,2005-Q4,9.1599,A,F,
Q,GR,R,771,0,,,,2006-Q1,9.8659,A,F,
Q,GR,R,771,0,,,,2006-Q2,9.6586,A,F,
Q,GR,R,771,0,,,,2006-Q3,8.4628,A,F,
Q,GR,R,771,0,,,,2006-Q4,9.9744,A,F,
Q,GR,R,771,0,,,,2007-Q1,5.8401,A,F,
Q,GR,R,771,0,,,,2007-Q2,4.0938,A,F,
Q,GR,R,771,0,,,,2007-Q3,3.4366,A,F,
Q,GR,R,771,0,,,,2007-Q4,-1.1738,A,F,
Q,GR,R,771,0,,,,2008-Q1,-1.3069,A,F,
Q,GR,R,771,0,,,,2008-Q2,-2.8767,A,F,
Q,GR,R,771,0,,,,2008-Q3,-3.0257,A,F,
Q,GR,R,771,0,,,,2008-Q4,-2.2438,A,F,
Q,GR,R,771,0,,,,2009-Q1,-4.7667,A,F,
Q,GR,R,771,0,,,,2009-Q2,-3.1195,A,F,
Q,GR,R,771,0,,,,2009-Q3,-5.7561,A,F,
Q,GR,R,771,0,,,,2009-Q4,-5.8376,A,F,
Q,GR,R,771,0,,,,2010-Q1,-4.6619,A,F,
Q,GR,R,771,0,,,,2010-Q2,-9.3613,A,F,
Q,GR,R,771,0,,,,2010-Q3,-10.1625,A,F,
Q,GR,R,771,0,,,,2010-Q4,-11.485,A,F,
Q,GR,R,771,0,,,,2011-Q1,-9.6532,A,F,
Q,GR,R,771,0,,,,2011-Q2,-8.3416,A,F,
Q,GR,R,771,0,,,,2011-Q3,-6.956,A,F,
Q,GR,R,771,0,,,,2011-Q4,-9.15,A,F,
Q,GR,R,771,0,,,,2012-Q1,-12.3257,A,F,
Q,GR,R,771,0,,,,2012-Q2,-12.1749,A,F,
Q,GR,R,771,0,,,,2012-Q3,-13.7322,A,F,
Q,GR,R,771,0,,,,2012-Q4,-13.7525,A,F,
Q,GR,R,771,0,,,,2013-Q1,-11.5004,A,F,
Q,GR,R,771,0,,,,2013-Q2,-11.5429,A,F,
Q,GR,R,771,0,,,,2013-Q3,-9.2538,A,F,
Q,GR,R,771,0,,,,2013-Q4,-7.6123,A,F,
Q,GR,R,771,0,,,,2014-Q1,-7.8739,A,F,
Q,GR,R,771,0,,,,2014-Q2,-6.8468,A,F,
Q,GR,R,771,0,,,,2014-Q3,-6.3075,A,F,
Q,GR,R,771,0,,,,2014-Q4,-3.7725,A,F,
Q,GR,R,771,0,,,,2015-Q1,-1.7767,A,F,
Q,GR,R,771,0,,,,2015-Q2,-2.8867,A,F,
Q,GR,R,771,0,,,,2015-Q3,-4.1061,A,F,
Q,GR,R,771,0,,,,2015-Q4,-4.5294,A,F,
Q,GR,R,771,0,,,,2016-Q1,-3.469,A,F,
Q,GR,R,771,0,,,,2016-Q2,-1.6011,A,F,
Q,GR,R,771,0,,,,2016-Q3,-0.7307,A,F,
Q,GR,R,771,0,,,,2016-Q4,-0.5852,A,F,
Q,GR,R,771,0,,,,2017-Q1,-3.2358,A,F,
